"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"MT-ND1",1.18800409716755e-93,0.992782139922624,0.99,0.934,5.07824231375242e-89
"INADL",1.27673592859615e-93,2.24301495285662,0.329,0.068,5.45753540037711e-89
"CTB-51J22.1",1.46315366475469e-93,6.20965205207638,0.026,0,6.25439665536041e-89
"HSPA5",2.32996653332092e-93,1.77073283777778,0.871,0.506,9.9596749433336e-89
"BPIFB1",4.29922300847142e-93,4.27191775814589,0.083,0.005,1.83774586720119e-88
"PPDPF",1.28042674183999e-92,1.18113933334178,0.974,0.871,5.47331215066923e-88
"SEM1",1.83646263344359e-92,-3.16412628438538,0.105,0.643,7.85014317291795e-88
"ATP5J2",1.95000145113053e-92,1.06980874211987,0.724,0.239,8.33547620300254e-88
"HIPK2",2.47384300396725e-92,2.076476394023,0.421,0.11,1.05746893047584e-87
"CTC-558O2.1",2.51545894605147e-92,7.15806031634776,0.021,0,1.07525808107916e-87
"SPG20",3.64242644951938e-92,3.23527818331005,0.143,0.015,1.55699161011155e-87
"RAMP1",3.70648226556093e-92,2.48209375153392,0.171,0.021,1.58437290923667e-87
"GAMT",4.35159123580998e-92,1.98172046956915,0.314,0.063,1.86013118965934e-87
"IFITM3",6.63725772621581e-92,1.78971300326694,0.898,0.553,2.83716218764821e-87
"C4B",9.43399676742662e-92,3.76174991283077,0.098,0.007,4.03265625820418e-87
"RANBP1",1.14989770885005e-91,-1.96256151748887,0.629,0.831,4.91535274625041e-87
"CMBL",1.49287507115767e-91,2.13946505501433,0.364,0.084,6.38144377917058e-87
"TGFB3",1.6230125717674e-91,3.08011648042886,0.148,0.016,6.93772953927693e-87
"RBM47",1.66594432614307e-91,1.88671442470816,0.569,0.193,7.12124561653118e-87
"SARAF",1.96313666210201e-91,1.44707659961468,0.91,0.607,8.39162397582125e-87
"MYO6",2.96510507991161e-91,1.88585089041657,0.671,0.27,1.26746381745902e-86
"MUC5AC",3.06283643853233e-91,4.684170647067,0.05,0.002,1.30924006401503e-86
"SLC25A5",3.10988562965725e-91,-1.49182251139363,0.855,0.913,1.32935171125329e-86
"FAAH2",3.12783180840561e-91,2.53962526851064,0.205,0.029,1.33702298482106e-86
"NRXN1",5.07702696634005e-91,4.56400472586818,0.06,0.002,2.17022594703172e-86
"HGD",8.15230126580953e-91,2.24271986541974,0.26,0.045,3.48478269908294e-86
"ATP5PF",9.06203268233138e-91,-3.14424143551236,0.112,0.635,3.87365649038937e-86
"ETS2",1.95944356986463e-90,2.3614239590539,0.49,0.152,8.37583748374333e-86
"SNRPG",2.07497968955891e-90,-1.64208775359811,0.795,0.889,8.86970818098852e-86
"RPS29",3.79224877753499e-90,-1.39219044727914,0.91,0.966,1.62103466244511e-85
"HCAR1",3.86637071913418e-90,4.32546159106098,0.064,0.003,1.6527188276011e-85
"ZSWIM6",4.89027294452402e-90,2.84472017876717,0.195,0.027,2.09039607286624e-85
"DRC3",1.1385443178792e-89,3.22239684532496,0.121,0.011,4.86682154120642e-85
"GOLGB1",1.1847457027425e-89,1.54880847418826,0.75,0.322,5.0643139809431e-85
"CTD-2626G11.2",1.56457401502388e-89,3.56639732294614,0.095,0.007,6.68792808462109e-85
"SLC44A4",2.94323744176137e-89,2.25050786253663,0.336,0.073,1.25811627685531e-84
"SLPI",1.27248844865765e-88,-2.04587710596522,0.521,0.818,5.43937912263201e-84
"SERPINB6",1.35214116204599e-88,1.87727014183777,0.426,0.113,5.7798626112818e-84
"WWC2",2.61485506288753e-88,2.75052390556708,0.162,0.02,1.1177459451819e-83
"WBSCR22",3.88119960734941e-88,1.32100701824372,0.552,0.166,1.65905758415758e-83
"ABCA12",4.282322078633e-88,3.30730178782743,0.145,0.016,1.83052139573246e-83
"CPEB4",8.04930521027942e-88,2.1392614674031,0.352,0.081,3.44075600518604e-83
"MT-ATP6",8.91040583157417e-88,0.993922678884605,0.998,0.949,3.80884207676469e-83
"CLDN7",9.14984151333922e-88,1.42557374753403,0.86,0.491,3.91119125329198e-83
"FSIP1",9.16377123249465e-88,2.28077498917827,0.25,0.043,3.91714565104216e-83
"TBX3",1.08497620481195e-87,2.42908167198953,0.486,0.155,4.63783928508916e-83
"FASN",1.32009763023676e-87,1.93762973896241,0.593,0.214,5.64288933021005e-83
"MREG",1.32899719313096e-87,1.95405753000933,0.324,0.068,5.68093140175761e-83
"MT1X",1.53717657424618e-87,-3.04457933835638,0.521,0.791,6.57081498427271e-83
"ADIRF",1.55861453810567e-87,1.83986186545011,0.698,0.316,6.66245370458651e-83
"LIMA1",4.03890447029672e-87,1.87287923211607,0.505,0.156,1.72647010487304e-82
"RSPH1",6.10968707309321e-87,2.73352155710364,0.164,0.02,2.61164683626442e-82
"LINC00969",6.47106745931895e-87,1.8724141948957,0.321,0.068,2.76612249616048e-82
"KRT5",1.17713303517892e-86,-5.42560700404916,0.036,0.56,5.03177287217581e-82
"USMG5",1.45629368056454e-86,1.0625605759818,0.714,0.244,6.22507296694117e-82
"SYTL5",1.46959675624616e-86,4.1734070981695,0.064,0.003,6.28193829424985e-82
"CTB-33O18.1",1.71280093107359e-86,6.34812345148709,0.019,0,7.32153885996717e-82
"ATP5F1E",2.26392365835227e-86,-2.46482047767288,0.119,0.674,9.67736806999262e-82
"ATP5MD",2.71301899842751e-86,-3.08863817121475,0.102,0.629,1.15970710106783e-81
"GSTM2",3.25609775229289e-86,3.21954001278392,0.129,0.013,1.39185154519512e-81
"ZC3H11A",4.10428139231542e-86,1.91814630412341,0.329,0.072,1.75441612395915e-81
"AFF4",4.32218177122371e-86,1.59976332126453,0.614,0.22,1.84755981992729e-81
"TSPAN13",4.94915669918829e-86,1.50484074804608,0.843,0.461,2.11556652263503e-81
"ECE1",6.79470165877772e-86,1.77017831464664,0.598,0.215,2.90446317106112e-81
"AC013461.1",6.866586918133e-86,2.05749317654264,0.243,0.042,2.93519124402513e-81
"RP11-532F12.5",8.07245590427217e-86,1.33240326209409,0.51,0.145,3.45065200084018e-81
"ARFIP2",1.28134258267237e-85,1.68082813762342,0.536,0.172,5.47722700389132e-81
"TMC4",1.43223539201405e-85,2.05115265098852,0.436,0.123,6.12223340670326e-81
"LAMB2",2.80002652466969e-85,2.06368489541397,0.29,0.058,1.19689933823531e-80
"RP3-395M20.8",3.011330457626e-85,5.22739903360168,0.038,0.001,1.28722331741681e-80
"TBC1D8",1.79564122478026e-84,2.15320360726969,0.374,0.092,7.6756479794457e-80
"IFI35",1.38921528626195e-83,1.77457726885226,0.255,0.046,5.93833966265534e-79
"TIPARP",1.73863671176096e-83,2.14659453813726,0.455,0.136,7.43197648809338e-79
"ATP5MG",2.94642869567992e-83,-2.51977263155015,0.121,0.654,1.25948041025534e-78
"MALAT1",3.06664059614297e-83,1.12981048061394,1,0.975,1.31086618922727e-78
"SLC25A25",3.18232247666244e-83,2.37603034553172,0.371,0.095,1.36031556587412e-78
"STBD1",1.759063747827e-82,4.11933686336497,0.095,0.007,7.5192938964613e-78
"GALNT7",5.30703511376582e-82,2.00232080462662,0.345,0.082,2.26854522973034e-77
"ARSD",1.18708626619038e-81,1.81314037779999,0.438,0.125,5.07431895345741e-77
"CREB3L4",1.27823970996319e-81,1.79607226959814,0.564,0.198,5.46396346420863e-77
"LRG1",1.88858695522935e-81,2.62876457669793,0.214,0.035,8.07295379882338e-77
"ELOB",2.80374884613755e-81,-2.63122700982197,0.107,0.63,1.19849048176996e-76
"APBB2",3.36359968361402e-81,2.70822552296602,0.214,0.036,1.43780432075765e-76
"TUBB",5.90071964690253e-81,-1.61263445450967,0.829,0.904,2.52232162026496e-76
"GLI3",3.33818094497721e-80,2.29953188380761,0.26,0.05,1.42693882673996e-75
"LRRC26",8.95293354335686e-80,2.29413874919052,0.298,0.064,3.82702097244332e-75
"LRP10",1.1132567356777e-79,1.50564040498425,0.664,0.266,4.75872724232791e-75
"DEK",1.21369695084385e-79,-1.9525528727628,0.564,0.802,5.18806898607712e-75
"CLN3",1.88171637774942e-79,1.72248780171545,0.393,0.103,8.04358482832766e-75
"S100A10",1.97124625760776e-79,-1.47211212779025,0.814,0.913,8.42628925277014e-75
"AK1",2.02873686292226e-79,1.85095001093491,0.386,0.1,8.67203859424748e-75
"FAM63B",2.43711454299393e-79,2.02241048243019,0.326,0.076,1.04176898254819e-74
"PTMA",2.44708039366665e-79,-0.770817856294117,1,0.997,1.04602898507674e-74
"NGFRAP1",2.5927960344243e-79,0.98084726314435,0.61,0.197,1.10831659287501e-74
"RPS18",2.71725561892493e-79,-1.02720128586277,1,0.997,1.16151808686565e-74
"NME5",2.76070232648804e-79,3.0902685676917,0.105,0.009,1.18008981648058e-74
"ATP5IF1",2.86854439122698e-79,-2.99976659776914,0.093,0.597,1.22618798547389e-74
"RACK1",4.1408761121912e-79,-2.19673552103486,0.126,0.669,1.77005890291725e-74
"SUSD3",6.76964608851596e-79,2.59657737232106,0.298,0.066,2.89375291699703e-74
"TRIR",8.16697556442718e-79,-3.33984589273487,0.098,0.584,3.49105537477004e-74
"WBP5",1.69467987656876e-78,1.6464277003989,0.379,0.097,7.24407860038083e-74
"SHROOM3",1.80652800809791e-78,2.04744594542125,0.393,0.107,7.72218462341531e-74
"ITM2B",3.11193851153644e-78,1.29061153895698,0.905,0.652,1.33022923614137e-73
"XAB2",3.18252521892055e-78,2.14028737491852,0.333,0.081,1.36040223007978e-73
"BMP4",4.85473498612418e-78,3.01773055236357,0.236,0.044,2.07520501716864e-73
"FAM134A",6.75782530794824e-78,2.30412268383974,0.252,0.049,2.88870000613555e-73
"RTN2",9.09372391587699e-78,2.7427536542828,0.202,0.033,3.88720322508078e-73
"CPSF3L",9.62258059736967e-78,1.68814945548541,0.393,0.103,4.11326830215164e-73
"ERBB2IP",1.39218503513144e-77,2.47714517401918,0.188,0.029,5.95103415117284e-73
"KMO",1.40087287246732e-77,2.81949132943781,0.174,0.025,5.98817118064881e-73
"CADPS2",1.42124171127563e-77,2.40780328463704,0.264,0.054,6.0752398190188e-73
"CD59",1.69428463534431e-77,1.47081645564211,0.91,0.601,7.24238910224278e-73
"HABP2",1.75891727816488e-77,5.69459030683284,0.029,0.001,7.51866779724359e-73
"RPS21",3.12879388192723e-77,-0.764784650361729,0.974,0.981,1.33743423276861e-72
"NLRP5",3.85526306881015e-77,7.96979256803307,0.014,0,1.64797075139359e-72
"ARFGEF3",6.03225751380318e-77,1.69963572091297,0.414,0.115,2.57854879685031e-72
"ACSL3",6.85020043730872e-77,1.54860177334641,0.621,0.248,2.92818667893199e-72
"ATP5G1",1.44921773454298e-76,1.00953640302744,0.629,0.212,6.19482612807743e-72
"CRYAB",1.46928674428609e-76,-3.40592077020667,0.136,0.602,6.28061311712534e-72
"TRIB1",1.63431883463182e-76,2.32510479503107,0.545,0.204,6.98605929051718e-72
"RP11-138A9.1",3.78692722619308e-76,3.25047570930153,0.129,0.014,1.61875991210849e-71
"TANC2",3.99021046604194e-76,2.54741904265281,0.2,0.033,1.70565536581429e-71
"NEDD9",5.47835836588493e-76,2.40271413519925,0.343,0.087,2.34177906708117e-71
"TNFRSF14",6.11060426619921e-76,1.8340299831331,0.312,0.071,2.61203889962952e-71
"RP11-629B11.5",6.1729539483619e-76,4.46922607964295,0.052,0.002,2.63869089476678e-71
"CTC-444N24.11",6.5015058333349e-76,3.02887928357457,0.15,0.019,2.77913368351733e-71
"SFRP1",1.28226207663397e-75,-3.52574089187067,0.093,0.572,5.48115747277955e-71
"DNAJB4",2.88507964759979e-75,2.36872042449554,0.36,0.095,1.23325614616301e-70
"SRSF5",3.53260218459019e-75,1.39918319492409,0.852,0.518,1.51004612982492e-70
"RPL4",3.97196752753933e-75,-1.0057715186707,0.952,0.971,1.69785723932196e-70
"ZBTB18",5.73095906842671e-75,2.85794440037758,0.183,0.028,2.44975576338968e-70
"WEE1",7.81686450107893e-75,1.89464260778002,0.462,0.146,3.3413968996312e-70
"C15orf57",9.20829906013663e-75,2.23890315401619,0.207,0.035,3.936179516246e-70
"RPL39L",9.97527373298947e-75,-2.9834330461861,0.298,0.663,4.26403050990368e-70
"MAFF",1.40443755461287e-74,2.97115643404812,0.65,0.32,6.00340877094818e-70
"ANGPTL4",2.55359690646165e-74,2.65770342693561,0.29,0.065,1.0915605336361e-69
"WBP1",5.08017257133947e-74,1.84080045405754,0.36,0.093,2.17157056734477e-69
"GRINA",5.29641790267839e-74,1.1353561529549,0.736,0.311,2.26400679667891e-69
"DDX17",9.8517270099572e-74,1.32357712527926,0.85,0.491,4.21121922767631e-69
"NFIC",9.96807525842607e-74,1.11324900903921,0.781,0.37,4.26095344996681e-69
"RHEB",1.34352453388621e-73,-1.91885797915034,0.652,0.826,5.74302997254998e-69
"GBAS",2.33192787955381e-73,1.34355886351707,0.471,0.145,9.96805891394072e-69
"AP2B1",2.66270821876146e-73,1.85139958737235,0.414,0.123,1.13820125519177e-68
"MIDN",3.2383763554515e-73,1.55756536921023,0.633,0.262,1.3842763569013e-68
"NOSTRIN",3.80297013138152e-73,2.36754365984259,0.195,0.032,1.62561761236035e-68
"KCNK15",4.57923861105308e-73,2.8618921919517,0.167,0.024,1.95744133668075e-68
"KDM4B",4.81384667194747e-73,2.14049564600317,0.307,0.073,2.05772689839067e-68
"CALCR",4.81895302286621e-73,7.57538889091985,0.017,0,2.05990965915439e-68
"KRT222",4.89969711396453e-73,7.16103744329623,0.017,0,2.09442452833528e-68
"SFMBT2",6.04103035343149e-73,2.50828016410824,0.145,0.019,2.58229883487783e-68
"KCNJ8",6.43487073887051e-73,3.50474102436095,0.06,0.003,2.75064984603759e-68
"PHPT1",9.30005303557145e-73,1.2047077115912,0.774,0.387,3.97540067058537e-68
"MEGF9",1.14875891466323e-72,2.58233641939164,0.245,0.05,4.91048485661944e-68
"PTGER3",2.03370622775587e-72,2.67555827219813,0.15,0.02,8.69328064116522e-68
"CCDC125",2.62696784166729e-72,2.38152968325283,0.229,0.044,1.1229236735991e-67
"CALD1",3.22851602221217e-72,-2.97313696222373,0.126,0.585,1.38006145885481e-67
"H2AFZ",3.69316084481142e-72,-1.57382787596488,0.805,0.877,1.57867853472309e-67
"PLCL1",4.38995701409359e-72,4.29294695827335,0.048,0.002,1.87653102524444e-67
"NPDC1",8.30461476802031e-72,1.87651056734025,0.564,0.227,3.54989062873796e-67
"GGT5",1.0315615149048e-71,3.00014247510358,0.11,0.011,4.40951285161206e-67
"CFAP46",1.33713825174787e-71,5.31667464727011,0.031,0.001,5.71573117092143e-67
"ATP1B3",1.5720740677392e-71,-2.28675325958081,0.402,0.727,6.71998780995798e-67
"TSPO",1.70370368487998e-71,-1.15870314844991,0.845,0.902,7.28265177138795e-67
"SERPINB5",1.86963895997344e-71,-5.37376451511039,0.038,0.498,7.99195869830248e-67
"CTA-29F11.1",1.87651216352549e-71,2.35720826954773,0.198,0.034,8.02133889420607e-67
"C14orf2",2.65129974364524e-71,0.748089332616846,0.686,0.236,1.1333245884186e-66
"FLNB",4.53001719268122e-71,1.58163848587843,0.571,0.214,1.93640114918351e-66
"HPGD",7.40445394333286e-71,1.65871634225281,0.212,0.038,3.16510788261706e-66
"RPL18A",1.00300809913584e-70,-0.936909809867964,0.993,0.994,4.28745842056604e-66
"C7orf55",1.31607011357153e-70,2.13097990594899,0.219,0.041,5.62567330747285e-66
"ELOC",1.79171981196848e-70,-3.06315389634597,0.088,0.554,7.65888550824048e-66
"GPX4",2.22184166404093e-70,0.872066114809324,0.955,0.685,9.49748437710935e-66
"CERS4",2.57607760385086e-70,1.4531469393385,0.436,0.132,1.10117013254209e-65
"RPLP2",4.9356165147229e-70,-0.878391403151094,0.988,0.988,2.10977863538345e-65
"CCR6",8.20768707003071e-70,4.04115637041326,0.045,0.002,3.50845791495533e-65
"LINC00862",9.17834727818585e-70,4.21407265638749,0.043,0.002,3.92337632753332e-65
"PCAT18",9.51179995673165e-70,4.13448991169914,0.043,0.002,4.06591400950451e-65
"RAB11FIP1",1.19435897034336e-69,1.95824517907852,0.574,0.234,5.10540685462974e-65
"ANKRD28",1.57403325983188e-69,2.29844556642125,0.295,0.072,6.72836257247734e-65
"BAZ2B",1.65094776008097e-69,1.77056461134263,0.469,0.156,7.0571412952421e-65
"NAMPT",1.81605493771393e-69,1.59915504891704,0.731,0.385,7.76290843675196e-65
"LDLR",2.00357681369081e-69,1.72599488801809,0.612,0.267,8.56448944780273e-65
"MT-CYB",2.42227252418412e-69,0.853176085254152,0.993,0.953,1.03542461318774e-64
"FAM127B",2.57269476143492e-69,1.25870268920509,0.471,0.147,1.09972410272297e-64
"LIN7A",3.75909592773534e-69,2.70138692793474,0.124,0.015,1.60686314526975e-64
"FAM234B",4.04172260204339e-69,3.50039340360102,0.114,0.013,1.72767474346947e-64
"LINC00998",5.42520990293552e-69,1.24343728262888,0.355,0.092,2.31906022510882e-64
"PRLR",6.65071153153562e-69,1.65836773042993,0.488,0.169,2.84291315127022e-64
"RPS6",6.71083315415099e-69,-0.990290604439603,0.993,0.994,2.86861274007338e-64
"MEIS3",7.10138606654315e-69,3.45908995257014,0.067,0.004,3.03555848800454e-64
"MAST4",8.84315126727624e-69,1.73864430825948,0.407,0.122,3.7800934407099e-64
"KDM6B",1.24780921845137e-68,2.18370072417473,0.355,0.1,5.33388528519225e-64
"LINC01420",1.60266377227217e-68,1.4738873615147,0.367,0.1,6.85074656095463e-64
"LYRM5",2.16062180793211e-68,1.82187741579655,0.283,0.065,9.23579398018661e-64
"TMEM5",4.86988706770188e-68,2.38780580640507,0.19,0.033,2.08168192595985e-63
"APH1B",5.31791655233097e-68,2.0546317631554,0.224,0.044,2.2731966094594e-63
"RPH3AL",9.51802275493608e-68,3.51267437631318,0.086,0.007,4.06857400682498e-63
"CRY1",9.78117617780816e-68,1.82944629759026,0.352,0.096,4.18106156896588e-63
"CTD-2336O2.1",1.06447692274121e-67,2.25950548180015,0.212,0.04,4.55021305394957e-63
"ERRFI1",1.1427696255807e-67,2.25416699024622,0.586,0.255,4.88488304150727e-63
"MMP24-AS1",1.20508681669159e-67,1.65802779504122,0.374,0.105,5.15126410662986e-63
"ANXA6",1.23209470336518e-67,1.68798851804682,0.414,0.13,5.26671201900481e-63
"YPEL2",1.31156528421196e-67,2.46333430703947,0.34,0.094,5.60641696389244e-63
"RALGPS2",1.53458002960114e-67,1.94644459579408,0.331,0.087,6.55971579453305e-63
"PEX11G",1.6074512076249e-67,2.37461196038111,0.171,0.027,6.87121093211339e-63
"VAV3",1.61349699553687e-67,1.81872387380499,0.45,0.151,6.8970542571219e-63
"RERE",2.20806404725081e-67,1.51133672392918,0.479,0.161,9.43859057637831e-63
"IER3",2.60964035184567e-67,2.23928943637634,0.862,0.629,1.11551686479995e-62
"RPL8",2.76843817479547e-67,-0.803687293209684,0.995,0.992,1.18339658219807e-62
"CACFD1",2.97419487360374e-67,2.3150085721802,0.226,0.045,1.27134934067066e-62
"PHGDH",3.09195150007699e-67,-2.48207210947603,0.212,0.622,1.32168558822291e-62
"PFDN2",3.1705125104088e-67,-1.65685851192065,0.686,0.83,1.35526727769934e-62
"ATP5MF",3.30393305038999e-67,-2.84626423302147,0.102,0.56,1.41229922171971e-62
"S100A11",4.93901530806555e-67,-0.916140120708097,0.967,0.975,2.1112314835857e-62
"POLD4",5.38820478811864e-67,1.40327336161513,0.34,0.089,2.3032420187292e-62
"ATP5PO",5.42301825023086e-67,-2.63809496984047,0.112,0.569,2.31812338124368e-62
"TRAPPC2P1",6.33763420440776e-67,2.30552852999797,0.207,0.039,2.70908511701614e-62
"VEZT",6.75362602982335e-67,1.59173417962589,0.445,0.146,2.88690498270829e-62
"SELENOS",8.07767895281703e-67,-3.71139441474373,0.076,0.517,3.45288464517117e-62
"ACAA1",9.29815740500922e-67,1.66637697337439,0.517,0.188,3.97459036434524e-62
"MFGE8",9.43562618014281e-67,-3.65102787542739,0.11,0.543,4.03335276696385e-62
"GADD45B",1.43380332581378e-66,2.15037949321014,0.707,0.374,6.12893569652359e-62
"ZCCHC6",2.089090884821e-66,2.28276415089849,0.212,0.041,8.93002789625584e-62
"GP2",2.0921271774785e-66,7.57132391802665,0.024,0,8.9430068328496e-62
"ATP5C1",2.35544673912826e-66,0.506844944554706,0.657,0.228,1.00685926310777e-61
"MED24",2.98695841614074e-66,3.16676595269932,0.188,0.033,1.27680524456352e-61
"RTRAF",3.45625598583745e-66,-2.75425719367675,0.105,0.556,1.47741118370608e-61
"SLC38A1",5.87034333906659e-66,1.53227742793713,0.614,0.265,2.5093369637174e-61
"MPP7",5.93152609620567e-66,1.94815564993449,0.229,0.046,2.53549014508407e-61
"RP4-568C11.4",6.23674095295653e-66,3.65032027608412,0.083,0.007,2.6659572877508e-61
"RPL10",8.14242213189112e-66,-0.568531321792662,0.998,0.997,3.48055976449818e-61
"BDH2",8.28423575855667e-66,1.98206012486088,0.357,0.102,3.54117941735263e-61
"C1orf27",9.55590384599738e-66,2.05824775435085,0.226,0.046,4.08476665801004e-61
"SNRPD1",1.4785916876464e-65,-1.49874535396841,0.688,0.808,6.32038802801332e-61
"RPL38",1.55774449097897e-65,-1.00471739986636,0.912,0.953,6.65873460113871e-61
"FOS",2.01725398928232e-65,1.77838000221707,0.952,0.841,8.62295390258619e-61
"SAT2",2.12648003486356e-65,1.54985100583272,0.474,0.166,9.08985155702776e-61
"FAM73A",2.96637402443623e-65,2.67873501091812,0.143,0.02,1.26800624048551e-60
"FAM103A1",3.2396624681e-65,1.44493453392171,0.371,0.105,1.38482611861402e-60
"FKBP2",3.47608824685106e-65,1.10494981696722,0.845,0.504,1.48588868199895e-60
"HBP1",3.70592512045374e-65,1.57864281401848,0.443,0.146,1.58413475198916e-60
"FAM102A",7.11170109795583e-65,1.90023819195849,0.362,0.104,3.0399677513322e-60
"IGSF21",9.33379030340645e-65,3.74563694362392,0.062,0.004,3.98982200309412e-60
"THBS1",9.54672501064569e-65,1.96458874305747,0.255,0.057,4.0808430730506e-60
"ATP5PD",9.70991983217333e-65,-3.33376170082204,0.09,0.522,4.15060233146081e-60
"PCNXL4",1.14409987629325e-64,2.04978160987817,0.19,0.034,4.89056933120311e-60
"HID1",1.26277957930179e-64,1.78910269870377,0.321,0.085,5.39787758968343e-60
"IFI6",1.37304334441352e-64,2.22059748962311,0.581,0.255,5.86921108003002e-60
"AGRN",1.37310120797437e-64,1.86165797683363,0.352,0.101,5.86945842360726e-60
"PSMD5-AS1",1.42878901055057e-64,1.97261039112192,0.212,0.041,6.10750150449946e-60
"RASSF6",1.4842599953355e-64,2.99797196402213,0.152,0.023,6.34461777606113e-60
"SLC4A7",1.6345605979154e-64,2.45214396351489,0.362,0.109,6.98709273184919e-60
"C7orf73",4.12293888693272e-64,1.01565315628256,0.493,0.163,1.76239145660826e-59
"PLK3",4.21754542310799e-64,1.81523394288096,0.471,0.166,1.80283196656174e-59
"EDARADD",4.59445240708453e-64,3.06045455278552,0.126,0.016,1.96394462593235e-59
"RAPH1",6.43818967280045e-64,1.78484876105115,0.293,0.073,2.75206855753528e-59
"SELENBP1",6.67170950727591e-64,1.4345438448308,0.567,0.227,2.85188894598016e-59
"SNPH",7.10992484965451e-64,3.79579093540373,0.074,0.006,3.03920847623332e-59
