"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PTCH2",0.00530148623057555,1.55760113936557,0.029,0.013,1
"ZNF829",0.00530197914998014,0.601212984039906,0.033,0.016,1
"IGHM",0.00530888129216315,-0.232844087624057,0.029,0.013,1
"STPG1",0.0053096280754352,0.382010811307385,0.076,0.046,1
"PRSS12",0.0053160690508657,-1.78413335118807,0.002,0.023,1
"GPC1",0.00532113030392303,-0.130000328747392,0.16,0.111,1
"ADCY2",0.00532114952293586,-2.23743566886972,0.014,0.041,1
"FAM72D",0.00532601240464996,-3.32794833596277,0,0.018,1
"VPS18",0.00533180836936717,0.235057424378359,0.064,0.037,1
"OTULINL",0.00533266630430599,-1.69509776357139,0.012,0.038,1
"RHEBL1",0.00534568149310996,-2.35794043295016,0.005,0.027,1
"MTERF4",0.00536322486389301,0.292437007744653,0.179,0.131,1
"SKAP2",0.00536489735725759,-1.12038903208533,0.143,0.187,1
"MBD1",0.00537130724109701,0.154837888078251,0.169,0.121,1
"HLA-DOB",0.00537438267250925,-0.927899238737365,0.017,0.045,1
"JDP2",0.00537985112957798,0.679751986752399,0.081,0.051,1
"CCL5",0.00540019792226764,-1.22223043351019,0.071,0.043,1
"ANKHD1",0.0054016318015791,0.373459057233554,0.086,0.054,1
"CCDC3",0.00540542871952657,-3.4750507861154,0.002,0.022,1
"RAB2B",0.00540869548477676,0.156686457231386,0.102,0.067,1
"STX11",0.00541347963913026,-0.104559064483433,0.052,0.029,1
"EIF2S1",0.00541536307273667,0.139101882813201,0.405,0.317,1
"CBFB",0.00543954013729006,-1.1160804648487,0.167,0.208,1
"DOLPP1",0.00544106126853671,0.4958202287197,0.069,0.041,1
"FBXL6",0.00544354939140643,-1.30170949506555,0.043,0.079,1
"AL034549.1",0.00545181580226881,-3.16744238223781,0.005,0.026,1
"AC017100.1",0.00546356159550072,-3.74516391243089,0,0.018,1
"SGOL1",0.00546550410145889,-3.63208756090948,0.002,0.022,1
"TMEM154",0.00548022251367143,-1.24031991823481,0.052,0.09,1
"TYW5",0.00548199692746729,0.305923673467526,0.079,0.049,1
"STEAP1",0.00548458729635883,-1.39277602904785,0.102,0.143,1
"PPP1R3C",0.00549356348096793,0.906168180776984,0.043,0.022,1
"AC126768.2",0.00555725188951448,-3.72002401290885,0,0.018,1
"PBX4",0.00556185863434493,-1.47729222098634,0.021,0.051,1
"ALDH3B1",0.00558089412802722,1.33575870132712,0.031,0.015,1
"KLHL22",0.0055812363511058,0.445720508537688,0.088,0.056,1
"RP11-369C8.1",0.00558439431408345,0.624193944886249,0.062,0.036,1
"CHRM3",0.00558472128476696,-1.04401134641339,0.01,0.034,1
"PTGES",0.00559247713329638,0.296292921390604,0.136,0.093,1
"ZUP1",0.00559604081610091,-1.19745303890605,0.007,0.03,1
"LDB1",0.00559691826405917,0.444201835071843,0.081,0.051,1
"ZNF841",0.00560492385190295,0.401654059485939,0.031,0.014,1
"CFAP221",0.00561799294033063,2.17054295814917,0.01,0.003,1
"ECPAS",0.00562247877866183,-2.18003245125852,0.014,0.041,1
"LRRC58",0.00562437684558714,0.141987057502941,0.267,0.206,1
"AC093673.1",0.00564659538499809,-2.95111335835135,0.002,0.022,1
"AC011603.2",0.00565256771345729,-3.28725928719324,0,0.018,1
"EIF5B",0.00565425852962302,-0.412484990762784,0.638,0.62,1
"SRRM1",0.00566475460297278,-0.405246582368245,0.733,0.676,1
"UPRT",0.00567014038705737,0.480634659804579,0.064,0.038,1
"LRRC8C",0.00568923594131411,-3.48773522053837,0.002,0.022,1
"SFT2D3",0.00569106008214726,1.38000073943377,0.04,0.021,1
"RP11-273G15.2",0.00571757671083575,2.05890748479778,0.014,0.005,1
"AC073896.2",0.0057250317506441,-1.69046755682055,0.007,0.03,1
"DNASE1L1",0.00572696076892776,-0.213651596356038,0.143,0.097,1
"RAB6B",0.00572735442421306,0.575988452441377,0.045,0.024,1
"LRMDA",0.00573076802168441,-2.35020887416475,0.01,0.034,1
"ZNF57",0.00573397403007411,0.462136920845447,0.045,0.024,1
"AL359513.1",0.00573666514001089,-2.55507810010648,0.002,0.022,1
"CRLS1",0.00576542679344601,0.121967821852768,0.238,0.179,1
"OSGIN2",0.00577209117291803,-0.70887427945061,0.071,0.112,1
"ZNF18",0.00578125026401207,0.660664470012975,0.029,0.013,1
"HAS3",0.00580272855606908,-3.41739408824031,0.002,0.022,1
"C9orf3",0.00580639000872817,-1.0080410126992,0.112,0.157,1
"RNF152",0.00580981442001576,-1.38198980935018,0.06,0.097,1
"ZKSCAN3",0.00583939084350002,1.03644521874914,0.026,0.012,1
"ARMC5",0.0058453060931521,0.762761446681465,0.055,0.031,1
"BIRC2",0.00585576807399815,-0.124952525693371,0.231,0.17,1
"RINL",0.00586374196144702,-0.762592088021198,0.055,0.094,1
"RIOX1",0.00587567861688648,-1.89171830352312,0.01,0.034,1
"RADIL",0.00587982849812724,0.764262992343745,0.017,0.006,1
"PRRG1",0.0058822083032651,-2.30008246962812,0.007,0.03,1
"AL603756.1",0.00589815888897001,-5.58560399429331,0,0.018,1
"GPR68",0.0059017027003412,-2.49479232741457,0.01,0.034,1
"NPB",0.00590443861828037,-2.30999323428376,0.007,0.03,1
"TAF11",0.00591205324431715,-0.803774692575197,0.352,0.37,1
"HSPA1L",0.00592856102454874,1.02181957798495,0.014,0.005,1
"ARHGAP4",0.00593029689350114,-0.132651199905181,0.024,0.01,1
"BCAR3",0.00594095105332834,-1.32207385760829,0.112,0.153,1
"ZDHHC9",0.00595831401128939,-0.97616530656438,0.129,0.173,1
"IFI16",0.00597298353966901,-0.531234379862478,0.114,0.075,1
"APOO",0.00598395389824692,-0.824053768913041,0.236,0.278,1
"BDH1",0.00599801072231977,0.13635153052629,0.2,0.148,1
"LINC01354",0.00599939388874227,-3.46036287983967,0,0.018,1
"CNTNAP3",0.00599939388923549,-3.48953535476002,0,0.018,1
"AC098850.3",0.00600970167221627,1.78619869997628,0.017,0.006,1
"PRSS36",0.00601117032431677,-1.99785564078039,0.012,0.037,1
"PELI1",0.00603777429327562,-0.720781099222708,0.212,0.26,1
"RRAGC",0.00604076208317902,-0.795847080077473,0.207,0.253,1
"HOXA4",0.00605819155301638,-2.10925577306732,0.005,0.026,1
"LAS1L",0.00609911580095521,-0.926362291199528,0.143,0.19,1
"HSD17B10",0.00610220831329726,-0.5188674284831,0.59,0.566,1
"AMOTL1",0.00610609992433094,-1.82932212357585,0.024,0.054,1
"AC009779.2",0.00611452485953697,-2.80486045663979,0.002,0.022,1
"GCNT3",0.00612248747324488,0.177453989491471,0.024,0.01,1
"BMP8B",0.0061334518189691,1.23855817753656,0.017,0.006,1
"CSF1",0.0061362576898786,0.31687581450562,0.052,0.029,1
"IGKV1-17",0.00616708697894158,0.30869344248358,0.026,0.012,1
"PIK3R3",0.00617296889744861,0.166240980432872,0.281,0.217,1
"NR2F1-AS1",0.00620717227684349,-3.49370999239015,0,0.018,1
"PCP4L1",0.00620717227697112,-3.58035908074407,0,0.018,1
"C1R",0.0062075589440869,-1.0332871944907,0.098,0.141,1
"BRWD3",0.00620756153630173,0.183779497848004,0.071,0.043,1
"AC020978.5",0.00621331292165246,-2.43457343958811,0.014,0.04,1
"CEP120",0.00623747034344665,0.428651233425742,0.033,0.016,1
"SARS2",0.0062431655309821,0.244884656679813,0.1,0.066,1
"SYCE2",0.00626024567976977,-3.40670520404631,0,0.017,1
"CKMT1B",0.0062613092082722,-1.51184003133578,0.038,0.072,1
"ARHGEF2",0.00628801288600342,-1.0239651407137,0.152,0.197,1
"UQCC1",0.00629822244905995,0.659017883759749,0.083,0.053,1
"SRCAP",0.00631820943923115,0.916771217453479,0.043,0.023,1
"GTF2H4",0.00634099971135568,1.14808879881698,0.014,0.005,1
"BPIFB4",0.00634623860566065,0.195591714081198,0.01,0.003,1
"FGGY",0.00634788111633258,0.386831387753961,0.15,0.107,1
"BIN2",0.00635038594560485,-1.14579489539509,0.026,0.058,1
"ZFP57",0.00635050055401961,0.423982464532614,0.043,0.022,1
"ESPL1",0.00636777508718212,-3.23276467922939,0,0.017,1
"LINC01003",0.00638667881962909,-0.903602913701642,0.076,0.118,1
"ZMYM1",0.00639009693522567,0.212778389180395,0.09,0.058,1
"ZNF415",0.00639529063492821,0.720748959221633,0.057,0.033,1
"B4GALT2",0.00639710403400719,-1.29773502412475,0.076,0.115,1
"ZFHX2",0.00642143992869559,0.91563387817293,0.031,0.015,1
"CCDC9B",0.00642223924755028,-3.73094774114463,0,0.017,1
"SETD3",0.00642634109340535,0.261127784887041,0.186,0.136,1
"PITPNA",0.00642664310988495,-1.19671542161166,0.107,0.149,1
"CKB",0.00643223864344955,-0.80444741463133,0.286,0.331,1
"KLF11",0.00644115616780474,-1.16594387353695,0.045,0.081,1
"PREP",0.00644141805441331,-0.922246333294985,0.129,0.173,1
"NUP62",0.00644835861034003,-0.861484326518064,0.169,0.213,1
"AC098487.1",0.00647406429467428,-3.22675378131469,0.002,0.022,1
"TTC30B",0.00652606020428206,0.763680780442169,0.036,0.018,1
"SMUG1",0.00652980507204428,0.113425738075868,0.238,0.179,1
"MUT",0.00656279202060639,0.388911856645934,0.15,0.107,1
"FASTKD1",0.00657070002838264,0.499029926260588,0.079,0.049,1
"CP",0.0065725302790771,1.98879454214374,0.212,0.179,1
"AMIGO1",0.0066307352678361,1.62463476190709,0.017,0.006,1
"AFAP1L1",0.00663446320295003,-3.0126545625293,0.002,0.022,1
"TFCP2L1",0.00667147241205613,-0.946044070626098,0.074,0.116,1
"PRX",0.00667318796257822,1.28670618460002,0.014,0.005,1
"ZNF583",0.00667362126072601,0.352796345626474,0.033,0.016,1
"HABP4",0.00669107857879187,-1.44668997344402,0.024,0.053,1
"MIOS",0.00672901197031689,0.184740461907446,0.117,0.079,1
"RP11-522I20.3",0.00673802876789298,0.784308538406083,0.017,0.006,1
"IL18",0.00675497215530885,-2.06820501003443,0.019,0.047,1
"GPR19",0.00675907946446038,-3.36004246050123,0,0.017,1
"AC017083.1",0.00675907946487778,-3.60077122003461,0,0.017,1
"ING2",0.00676024071012813,-1.05818170707015,0.176,0.216,1
"DNAJB6",0.00676050099066831,-0.512860543606022,0.74,0.688,1
"JPH1",0.00679344666646526,-2.00293557251074,0.007,0.03,1
"HNF4G",0.00679413722904714,2.01231188662188,0.01,0.003,1
"TBX1",0.0067951254884782,2.15543300874542,0.024,0.01,1
"RP11-1143G9.4",0.00679682688899579,1.14256032795966,0.01,0.003,1
"FBXW4",0.00680158521301158,0.170310548361713,0.131,0.09,1
"AC079807.2",0.00681433301461531,2.13950842555589,0.01,0.003,1
"AC010618.3",0.00682020721849575,-2.29565866945986,0.007,0.029,1
"COCH",0.00682936342355647,-2.56739182429745,0.005,0.026,1
"AC004556.1",0.00684176158493892,0.467223343125162,0.05,0.028,1
"NANS",0.00684607052217887,0.17785665718586,0.619,0.515,1
"ZFP28",0.00685403693433337,0.614086741164146,0.026,0.012,1
"POLRMT",0.00686167013064037,0.194833737096279,0.06,0.035,1
"ZNF101",0.00686395500676704,0.715682108163731,0.062,0.037,1
"REEP1",0.00686886014505246,0.299589966934768,0.045,0.024,1
"AC007114.1",0.00686933286356488,-1.95016857391746,0.005,0.026,1
"GNB1L",0.00687343444577873,-1.35174917857019,0.06,0.096,1
"WNT11",0.00687529277810546,-3.49208740995354,0,0.017,1
"MACROD2",0.00688348921035237,0.752495626140274,0.031,0.015,1
"RP11-85A1.3",0.00688748527003115,1.64682323608268,0.01,0.003,1
"TSNAXIP1",0.00689838243814814,1.52978337916864,0.01,0.003,1
"NDUFAF1",0.00691572809624786,0.316921322123064,0.124,0.086,1
"COX7B2",0.00691630595421101,1.82170447584966,0.014,0.005,1
"SARNP",0.00692929279682477,0.290718192846475,0.088,0.057,1
"SNCA",0.00693415660993818,-3.27989589257097,0,0.017,1
"PFN2",0.00694025428255067,-0.702129555626628,0.519,0.507,1
"LAG3",0.00694271449527505,-0.25388479424053,0.038,0.019,1
"PTPN12",0.00694454017060418,-0.947911158507895,0.283,0.308,1
"CENPS",0.00695128188003573,-1.57321383234796,0.019,0.047,1
"POLR1E",0.00696656497401632,-1.09011398389554,0.098,0.14,1
"NR2F6",0.00698116031685946,-0.82029405629518,0.226,0.27,1
"USP2",0.00699303513117402,0.793255271382276,0.038,0.02,1
"AC004233.3",0.00699353119440382,-3.61302931851606,0,0.017,1
"LSM1",0.00699953320182717,-0.562817445870965,0.388,0.42,1
"KDM4A-AS1",0.00701226120432657,-2.98147616993448,0.005,0.025,1
"HOXA10",0.00701281487148901,-1.43820041898378,0.031,0.062,1
"CCDC84",0.00701360108050971,0.297922501589854,0.102,0.068,1
"MATN4",0.00702168540472138,-2.07759273498218,0.007,0.029,1
"LRCH3",0.00702721983511138,0.576723597952995,0.114,0.079,1
"SCD",0.00704003658778588,-0.296415110983311,0.288,0.343,1
"AC103591.3",0.00705518616880341,-2.12314458615233,0.014,0.04,1
"RBAK",0.00705969874286828,0.933739379700227,0.052,0.03,1
"KPNA5",0.00706116522388574,0.452534552415446,0.062,0.037,1
"MCM3AP-AS1",0.00706675359836708,-0.920609338524692,0.024,0.054,1
"RP11-297A16.4",0.00707560211726829,1.23647338484838,0.017,0.006,1
"MAGEA1",0.00708892330268102,0.87658087904904,0.043,0.023,1
"AC011043.1",0.00709876077559614,0.31510003491011,0.048,0.026,1
"RFLNB",0.00711383077491017,-3.59251346862275,0,0.017,1
"ALDOC",0.00712698978771419,-1.22971830326149,0.043,0.078,1
"HIST1H2BN",0.00712739217184183,-1.19290767122959,0.052,0.089,1
"MOXD1",0.0071747649523095,-3.65184234705535,0,0.017,1
"ZNF573",0.00718291848111822,0.280875275196397,0.043,0.023,1
"DCLRE1B",0.00718832700863109,-1.75080081437194,0.024,0.053,1
"PIM3",0.0072012480682387,0.298365583762309,0.564,0.484,1
"TRBC1",0.00720710287802963,-1.60350754084188,0.029,0.013,1
"SMYD2",0.00724427822655569,-0.774901106818223,0.167,0.211,1
"RNF44",0.00727954360468417,0.249571583808454,0.133,0.093,1
"ZNF790",0.00728745457573977,0.31612175701197,0.048,0.026,1
"INVS",0.0072882831206651,0.476365942507178,0.04,0.021,1
"NFATC3",0.00729268183852297,-0.737796209982762,0.245,0.286,1
"TAPBPL",0.00730108546751621,-0.370949402367096,0.25,0.179,1
"RP11-126K1.2",0.00732050025560369,0.835311230469574,0.019,0.008,1
"BCAP31",0.00732869753958257,-0.336689160185048,0.805,0.752,1
"RP11-872J21.3",0.0073466116986683,0.45670052196457,0.043,0.023,1
"EIF3C",0.00737801490313543,0.280081051779781,0.062,0.036,1
"AL022341.3",0.00739746689356166,2.32662959231207,0.01,0.003,1
"CHN1",0.00739791191392473,0.369920951111672,0.05,0.028,1
"EIF5AL1",0.00741444206856299,0.264385466293073,0.062,0.037,1
"AL445686.2",0.00742383998751134,-3.35597698449549,0,0.017,1
"RFC2",0.00743856813309155,-0.963138397729604,0.233,0.268,1
"HIP1",0.00743921614690838,0.161389497793785,0.138,0.097,1
"TIGD7",0.00745305843216203,0.537269538441843,0.04,0.021,1
"BTN2A2",0.00746327033993858,0.1496282268055,0.062,0.037,1
"SLC48A1",0.00746463429983995,0.132658038807064,0.107,0.072,1
"SOBP",0.00748746713609757,-2.86867416033471,0,0.017,1
"AP001505.1",0.00748746713609757,-2.99295872913042,0,0.017,1
"PIWIL1",0.00750873883511449,1.02708068524127,0.012,0.004,1
"AF213884.2",0.00751218551872745,1.86243957692878,0.01,0.003,1
"POP7",0.00752612205772481,-0.531937745855195,0.44,0.457,1
"EAF1",0.00754115516672144,0.114842082727569,0.098,0.064,1
"BATF3",0.00755290142710983,0.87097723411926,0.021,0.009,1
"TUBGCP3",0.00757235358192601,-1.35978812853282,0.079,0.117,1
"PTOV1-AS1",0.00757592134874485,0.820477593033916,0.026,0.012,1
"NIPAL1",0.00758088960443313,-1.01494448841005,0.045,0.08,1
"AAK1",0.00760131195743635,-1.12249968273133,0.212,0.246,1
"PCYOX1L",0.00760257526804789,0.600539350132927,0.045,0.025,1
"SLC7A6",0.00760914946823963,0.171134169575385,0.055,0.031,1
"MYCN",0.00761638544365723,-3.52719937003841,0,0.017,1
"TRMT2A",0.00761763452774595,0.141469484808554,0.152,0.109,1
"ZNF383",0.00763277402885557,0.385372852919423,0.048,0.026,1
"ASB2",0.00763903991009921,-3.14821519279477,0.005,0.025,1
"DLGAP3",0.00764341877555403,0.932231050771899,0.019,0.008,1
"RP11-440D17.3",0.00764456718878531,0.450094733882232,0.031,0.015,1
"MSH5",0.0076549718573883,0.897256054593515,0.019,0.008,1
"ZNF367",0.00765620153298353,-2.32954101568153,0.007,0.029,1
"NDUFAF4",0.00766318504643881,-0.736262080866237,0.274,0.313,1
"TMEM182",0.0076967371950014,0.189780008623469,0.043,0.023,1
"TMCO1",0.00772871408780359,-0.391852587265294,0.733,0.692,1
"ST7L",0.00773163402050719,0.180966599041659,0.136,0.095,1
"TESK1",0.00774151361361021,0.360938529925904,0.088,0.057,1
"ABRACL",0.00775145602304692,-0.633397070968049,0.612,0.553,1
"DNASE1",0.00776247221680086,0.390860371502892,0.093,0.061,1
"METTL4",0.00776279474295466,-1.40153657019083,0.06,0.096,1
"CLCC1",0.00781122315288753,0.209973988532796,0.131,0.092,1
"AL590617.2",0.00784870827633679,-2.72594688575455,0.002,0.021,1
"SLC9A6",0.00785312121778482,-1.90616813705264,0.012,0.036,1
"TBC1D8B",0.00787417044349599,0.54393495265847,0.079,0.05,1
"MRPL44",0.00787653785524979,-0.157259900341082,0.221,0.163,1
"HECW2",0.00788101735557393,-3.46454867409994,0,0.017,1
"RP13-401N8.1",0.00789912125578926,1.68115098764416,0.012,0.004,1
"RP2",0.00792168617945327,0.466756164349997,0.036,0.018,1
"INPP5F",0.00793185321397641,-1.30054726695942,0.062,0.099,1
"HHAT",0.0079377209536681,0.559649985202851,0.052,0.03,1
"DNM1",0.00794289726496316,-0.997961435509906,0.01,0.033,1
"GDAP2",0.00794355034655465,0.157767908581127,0.121,0.084,1
"RP11-93H24.3",0.00794692839232089,1.63347771482428,0.017,0.006,1
"AL683887.1",0.00794862056658759,-3.34126820126446,0,0.017,1
"AC091729.9",0.00796233057023299,0.573338794383599,0.052,0.03,1
"FEM1A",0.0079643070549428,0.195209762722645,0.114,0.078,1
"FBXO27",0.00797611207825724,-1.0732474872888,0.067,0.105,1
"CD276",0.00798287104520579,0.165024704834235,0.186,0.136,1
"LIMS1",0.0080051153985914,-0.609380729244989,0.302,0.341,1
"USP21",0.0080128420553383,0.13180884278996,0.079,0.049,1
"DCST1-AS1",0.00801681218720397,-3.27727815925884,0,0.016,1
"SRGAP2",0.00802051051857516,-1.73846972917317,0.024,0.052,1
"ARHGEF18",0.00803877442864438,1.01317379720525,0.017,0.006,1
"AC079145.4",0.00804294791936767,0.871291124012658,0.012,0.004,1
"CES3",0.00805386155776702,0.647508095759238,0.036,0.018,1
"CCT7",0.00805879699014676,-0.378521425204948,0.552,0.559,1
"FCHO1",0.00806872041417128,-1.90858447586751,0.01,0.032,1
"RP11-700H6.1",0.00808426992042107,0.844276863540388,0.014,0.005,1
"GSPT2",0.00809374638623824,0.767406615828272,0.055,0.032,1
"RP9",0.00812545297116379,-0.877952902665518,0.186,0.228,1
"RFX2",0.00813816094173764,0.635276452338151,0.057,0.034,1
"FAM66B",0.0081461119316365,1.8109055180567,0.01,0.003,1
"INKA1",0.0081549816785623,-3.52152614126885,0,0.016,1
"CDH23",0.0081549816790672,-3.45512693966624,0,0.016,1
"FAM222B",0.00815557548667123,0.117288995073277,0.126,0.087,1
"FAM89A",0.0081705010261343,-1.95800903715086,0.012,0.036,1
"CALU",0.00818021111440765,-0.480675585134718,0.502,0.508,1
"RP11-1081L13.4",0.00820882354214852,2.04924045058687,0.01,0.003,1
"VSTM5",0.00822497018087986,-3.20957891843447,0,0.016,1
"RBM15",0.0082337874127822,0.333452573103189,0.09,0.059,1
"RP11-42I10.1",0.00824034107725404,1.94407512309771,0.01,0.003,1
"LZTS3",0.00824283946933704,-2.34916951149807,0.002,0.021,1
"FOXJ3",0.00824806023434924,0.232166179229337,0.162,0.117,1
"GAB1",0.00824869887133119,0.425941086212559,0.074,0.046,1
"B3GALNT1",0.0082535183449623,-0.997046465246032,0.064,0.103,1
"CEP70",0.00829826424381672,0.247655075368891,0.202,0.154,1
"RMND5A",0.0082993053056461,-0.8883587410349,0.143,0.187,1
"SPCS3",0.00831804222281051,-0.100332440268625,0.414,0.326,1
"MCCC1",0.00832020460852103,-0.509027512946523,0.155,0.202,1
"SNRPC",0.00832198520771867,-0.449820874807029,0.676,0.618,1
"PARPBP",0.00832637345576822,-1.39226442951863,0.024,0.053,1
"POFUT2",0.00833291688968571,0.17249238981098,0.107,0.072,1
"TFR2",0.00834146007622847,-3.31805252968575,0.002,0.021,1
"AC092747.4",0.00834285590261696,-2.43044720093675,0.002,0.021,1
"IRF2BP1",0.00837293370054924,0.455611904474581,0.1,0.067,1
"WRN",0.00837959982392789,0.159984278264766,0.09,0.059,1
"PSCA",0.00839534872847819,0.16846473388908,0.052,0.03,1
"C2orf72",0.0084035102444299,1.55207961742147,0.019,0.008,1
"AARSD1",0.00841425097985199,0.301453972920472,0.064,0.039,1
"BORCS8",0.00845809112958844,-0.785453575448131,0.102,0.145,1
"PIP5K1B",0.00845960940052373,0.155467511389413,0.06,0.035,1
"ZNF569",0.00848528273293229,0.426094959686735,0.045,0.025,1
"AC010336.1",0.00851107554494034,-3.18957975786035,0,0.016,1
"MTRNR2L3",0.00851897423403523,0.527845240924147,0.014,0.005,1
"NFATC4",0.00853030632116561,0.696302409549384,0.036,0.018,1
"CLDN15",0.00856816755288819,0.273153446388177,0.064,0.039,1
"AC061992.1",0.00858416730072739,-3.41316016232778,0,0.016,1
"HAND2",0.00858416730161387,-3.20826672300094,0,0.016,1
"UNKL",0.0086353108280502,0.218706255982972,0.083,0.053,1
"AC067852.2",0.00863969335962693,-1.44361912476107,0.012,0.036,1
"CDCP1",0.00864020678574033,0.104562505497829,0.207,0.155,1
"TSIX",0.0086533828559629,1.92545752942722,0.021,0.009,1
"ZBTB39",0.00867227607690958,0.576803481386624,0.045,0.025,1
"ZSCAN30",0.00868480746859382,0.10782618256432,0.06,0.035,1
"ZNRF2",0.00870110765074334,0.410316833738808,0.102,0.068,1
"MTM1",0.0087133390416107,0.138181747481887,0.067,0.04,1
"ICOS",0.00872115014810435,-0.361815962334109,0.012,0.004,1
"ARSK",0.00872749465832413,0.556328631468103,0.05,0.028,1
"AC005076.1",0.00876944356289838,-2.93451425099647,0.002,0.02,1
"SAMMSON",0.00880728964524257,-2.67564208203109,0,0.016,1
"REM1",0.00880728964542456,-3.48768777286777,0,0.016,1
"ADAM15",0.00880947652431629,0.168456597450281,0.452,0.377,1
"GABBR2",0.00881236731294649,-3.13153305449938,0.002,0.02,1
"KRCC1",0.00882432954568986,0.135603198604715,0.405,0.321,1
"LYAR",0.00883032023893673,-1.01869715050146,0.155,0.194,1
"ENTPD1-AS1",0.0088415010487235,-1.17067060709175,0.026,0.056,1
"AKT2",0.00885522061662601,0.209475716334406,0.236,0.183,1
"ATXN7L1",0.00885887567962461,0.674786459708315,0.043,0.023,1
"GS1-124K5.11",0.00889090065178489,1.06633302904376,0.014,0.005,1
"AC002310.12",0.00892800494532811,0.654060427824519,0.029,0.014,1
"LRP12",0.00894286528183821,-1.57539390470927,0.024,0.052,1
"SNX7",0.00895041927168585,-0.753304464833629,0.145,0.191,1
"AC016745.2",0.00895671000058474,-1.94901042065,0.007,0.028,1
"AC106897.1",0.00895930139142591,-3.57324561505164,0,0.016,1
"TNFSF15",0.00896683217657339,-1.66696018429769,0.002,0.021,1
"RP11-452L6.7",0.00898245679832296,2.48343588441498,0.01,0.003,1
"TRAF6",0.00898811197810639,0.534852025423883,0.045,0.025,1
"LINC02043",0.00900449267882326,1.55149387592919,0.012,0.004,1
"OSR2",0.00902085985476681,0.551757173999376,0.06,0.035,1
"KLHDC7B",0.00903509444592906,-1.64699853048012,0.055,0.089,1
"AC008105.1",0.00903630388805189,-2.88203511512445,0,0.016,1
"NIPSNAP3A",0.00904741896942225,-0.500447558669719,0.188,0.228,1
"ANKAR",0.00905243507647536,0.722970781323929,0.036,0.018,1
"AL139412.1",0.00907608474007604,-1.86672730125998,0.005,0.025,1
"BDKRB1",0.00910692225538416,0.914122378293432,0.01,0.003,1
"RP11-73E17.2",0.00910715159735784,1.85658172821358,0.014,0.005,1
"PTPN2",0.00912325328535783,-0.765513040337619,0.312,0.339,1
"ARL8A",0.00914850998699273,-0.726987655013365,0.16,0.205,1
"KCTD12",0.00914877556560308,-2.41483058013726,0.012,0.035,1
"CEP85",0.00916006671978868,-1.52821731838084,0.029,0.058,1
"AC006946.2",0.00917989557993788,-2.12317025731893,0.005,0.024,1
"CCDC32",0.00920005340782436,-2.17951430035882,0.017,0.042,1
"ABI3",0.00920947648683432,-0.704112188254735,0.014,0.005,1
"HIST1H3A",0.00921140853981379,0.977972493648319,0.012,0.004,1
"PKIA",0.00921268826837084,1.81571220837738,0.033,0.017,1
"CD164L2",0.00921451268266571,-1.65456687597317,0.033,0.064,1
"ALKBH4",0.00922397679495729,0.180363216200684,0.138,0.097,1
"ADRM1",0.00924349645396989,-0.326360270565461,0.657,0.624,1
"COQ8B",0.00925071585645681,-1.11181405432222,0.017,0.042,1
"AC016065.1",0.00925201890516784,-1.53657840722722,0.01,0.032,1
"SOX7",0.00925419536158952,-2.12649835411004,0.012,0.035,1
"GALNT13",0.00927136961146984,-3.16743368927669,0,0.016,1
"ATP9A",0.00932716976208542,0.289455429468865,0.129,0.091,1
"RHOQ",0.00932966598176694,0.188883886445165,0.145,0.104,1
"SLCO4A1",0.0093479987416801,-2.58660416560192,0.002,0.02,1
"FRG1",0.00939060650574227,-0.693081708497559,0.293,0.32,1
"JAK3",0.00943935857890132,0.887820486140551,0.019,0.008,1
"CHST3",0.00946061063049356,-1.09002529624307,0.036,0.068,1
"NSUN3",0.00946487025078364,0.285975989955308,0.069,0.043,1
"AP3S1",0.00948786084585142,-0.463629593903552,0.493,0.491,1
"AC109826.1",0.00950526253574741,0.532896297441793,0.052,0.03,1
"NEIL3",0.00957078297220232,-2.8750945113906,0.002,0.02,1
"COA1",0.00958089897012025,-0.765408781362548,0.367,0.378,1
"AGO2",0.00958531161197486,-0.697895425164911,0.252,0.292,1
"TXNDC16",0.00961525931952397,-1.2143894225452,0.086,0.124,1
"ZNF565",0.00962520983066242,0.901673269698196,0.057,0.034,1
"YES1",0.00962990660711957,-0.119908086353165,0.314,0.241,1
"AL354811.1",0.0096770412818261,-3.77712418997846,0,0.016,1
"DBF4",0.00974999798240519,-1.05359033876622,0.145,0.186,1
"POLR3B",0.0097509786642506,0.449320617901552,0.048,0.027,1
"RPP30",0.00976192696402349,-0.855816389558044,0.202,0.24,1
"RP11-475I24.3",0.00978159399342578,1.64531419154922,0.01,0.003,1
"FAM19A5",0.00984432018611043,-2.79496726393965,0,0.016,1
"PTAR1",0.00985410838609626,-0.907295690355075,0.09,0.13,1
"ZNF619",0.00985965927152115,1.21489334224517,0.017,0.006,1
"ZNF695",0.00989231120697372,-1.76241972223911,0.007,0.028,1
"BTBD3",0.00990163275799908,0.252999204989559,0.081,0.052,1
"NKAIN3",0.00992905907869025,-2.66495800513087,0,0.016,1
"PIGB",0.00993355517355677,0.410146098711127,0.067,0.041,1
"SHPRH",0.00993464243589652,0.356420737534044,0.167,0.123,1
"METTL13",0.0099369437053901,-0.777633872383319,0.131,0.174,1
"ZNF615",0.00993727941279279,0.925929400172943,0.033,0.017,1
"TMEM136",0.00998067145936625,0.729557660094357,0.105,0.073,1
